,Year,Month,Mdate,Day,Time,Hourly_Counts
56718,2015,10,20,1,6,99
56719,2015,10,20,1,7,329
56720,2015,10,20,1,8,819
56721,2015,10,20,1,9,877
56722,2015,10,20,1,10,1193
56723,2015,10,20,1,11,1724
56724,2015,10,20,1,12,2958
56725,2015,10,20,1,13,3331
56726,2015,10,20,1,14,2481
56727,2015,10,20,1,15,2336
56728,2015,10,20,1,16,2445
56729,2015,10,20,1,17,2623
56730,2015,10,20,1,18,2062
56731,2015,10,20,1,19,1116
56732,2015,10,20,1,20,618
56733,2015,10,20,1,21,371
56734,2015,10,20,1,22,244
56735,2015,10,20,1,23,121
56736,2015,10,21,2,0,61
56737,2015,10,21,2,1,36
56738,2015,10,21,2,2,16
56739,2015,10,21,2,3,14
56740,2015,10,21,2,4,9
56741,2015,10,21,2,5,35
56742,2015,10,21,2,6,109
56743,2015,10,21,2,7,327
56744,2015,10,21,2,8,864
56745,2015,10,21,2,9,855
56746,2015,10,21,2,10,1138
56747,2015,10,21,2,11,1380
56748,2015,10,21,2,12,2655
56749,2015,10,21,2,13,2886
56750,2015,10,21,2,14,2343
56751,2015,10,21,2,15,2220
56752,2015,10,21,2,16,2121
56753,2015,10,21,2,17,2456
56754,2015,10,21,2,18,1850
56755,2015,10,21,2,19,953
56756,2015,10,21,2,20,518
56757,2015,10,21,2,21,345
56758,2015,10,21,2,22,210
56759,2015,10,21,2,23,131
56760,2015,10,22,3,0,55
56761,2015,10,22,3,1,33
56762,2015,10,22,3,2,23
56763,2015,10,22,3,3,16
56764,2015,10,22,3,4,12
56765,2015,10,22,3,5,37
56766,2015,10,22,3,6,115
56767,2015,10,22,3,7,339
56768,2015,10,22,3,8,742
56769,2015,10,22,3,9,918
56770,2015,10,22,3,10,1208
56771,2015,10,22,3,11,1721
56772,2015,10,22,3,12,3034
56773,2015,10,22,3,13,3232
56774,2015,10,22,3,14,2560
56775,2015,10,22,3,15,2529
56776,2015,10,22,3,16,2230
56777,2015,10,22,3,17,2639
56778,2015,10,22,3,18,2119
56779,2015,10,22,3,19,1291
56780,2015,10,22,3,20,954
56781,2015,10,22,3,21,497
56782,2015,10,22,3,22,219
56783,2015,10,22,3,23,122
56784,2015,10,23,4,0,47
56785,2015,10,23,4,1,28
56786,2015,10,23,4,2,25
56787,2015,10,23,4,3,28
56788,2015,10,23,4,4,21
56789,2015,10,23,4,5,15
56790,2015,10,23,4,6,66
56791,2015,10,23,4,7,239
56792,2015,10,23,4,8,527
56793,2015,10,23,4,9,728
56794,2015,10,23,4,10,1021
56795,2015,10,23,4,11,1529
56796,2015,10,23,4,12,2065
56797,2015,10,23,4,13,2339
56798,2015,10,23,4,14,2766
56799,2015,10,23,4,15,2710
56800,2015,10,23,4,16,2183
56801,2015,10,23,4,17,2184
56802,2015,10,23,4,18,1956
56803,2015,10,23,4,19,1473
56804,2015,10,23,4,20,1165
56805,2015,10,23,4,21,691
56806,2015,10,23,4,22,367
56807,2015,10,23,4,23,209
56808,2015,10,24,5,0,166
56809,2015,10,24,5,1,93
56810,2015,10,24,5,2,64
56811,2015,10,24,5,3,52
56812,2015,10,24,5,4,20
56813,2015,10,24,5,5,18
56814,2015,10,24,5,6,24
56815,2015,10,24,5,7,70
56816,2015,10,24,5,8,247
56817,2015,10,24,5,9,501
56818,2015,10,24,5,10,990
56819,2015,10,24,5,11,1327
56820,2015,10,24,5,12,2021
56821,2015,10,24,5,13,2753
56822,2015,10,24,5,14,2714
56823,2015,10,24,5,15,2066
56824,2015,10,24,5,16,2028
56825,2015,10,24,5,17,1678
56826,2015,10,24,5,18,1279
56827,2015,10,24,5,19,946
56828,2015,10,24,5,20,533
56829,2015,10,24,5,21,389
56830,2015,10,24,5,22,388
56831,2015,10,24,5,23,293
56832,2015,10,25,6,0,157
56833,2015,10,25,6,1,108
56834,2015,10,25,6,2,61
56835,2015,10,25,6,3,54
56836,2015,10,25,6,4,19
56837,2015,10,25,6,5,29
56838,2015,10,25,6,6,28
56839,2015,10,25,6,7,73
56840,2015,10,25,6,8,120
56841,2015,10,25,6,9,340
56842,2015,10,25,6,10,725
56843,2015,10,25,6,11,1173
56844,2015,10,25,6,12,1421
56845,2015,10,25,6,13,1669
56846,2015,10,25,6,14,1951
56847,2015,10,25,6,15,1766
56848,2015,10,25,6,16,1685
56849,2015,10,25,6,17,1348
56850,2015,10,25,6,18,926
56851,2015,10,25,6,19,553
56852,2015,10,25,6,20,251
56853,2015,10,25,6,21,203
56854,2015,10,25,6,22,139
56855,2015,10,25,6,23,71
56856,2015,10,26,0,0,45
56857,2015,10,26,0,1,20
56858,2015,10,26,0,2,14
56859,2015,10,26,0,3,5
56860,2015,10,26,0,4,4
56861,2015,10,26,0,5,23
56862,2015,10,26,0,6,92
56863,2015,10,26,0,7,213
56864,2015,10,26,0,8,640
56865,2015,10,26,0,9,652
56866,2015,10,26,0,10,888
56867,2015,10,26,0,11,1203
56868,2015,10,26,0,12,1637
56869,2015,10,26,0,13,1894
56870,2015,10,26,0,14,2146
56871,2015,10,26,0,15,2028
56872,2015,10,26,0,16,1622
56873,2015,10,26,0,17,1733
56874,2015,10,26,0,18,1218
56875,2015,10,26,0,19,629
56876,2015,10,26,0,20,379
56877,2015,10,26,0,21,259
56878,2015,10,26,0,22,176
56879,2015,10,26,0,23,83
56880,2015,10,27,1,0,40
56881,2015,10,27,1,1,17
56882,2015,10,27,1,2,12
56883,2015,10,27,1,3,16
56884,2015,10,27,1,4,3
56885,2015,10,27,1,5,33
56886,2015,10,27,1,6,68
56887,2015,10,27,1,7,283
56888,2015,10,27,1,8,729
56889,2015,10,27,1,9,601
56890,2015,10,27,1,10,1001
56891,2015,10,27,1,11,1110
56892,2015,10,27,1,12,1951
56893,2015,10,27,1,13,2343
56894,2015,10,27,1,14,2449
56895,2015,10,27,1,15,2332
56896,2015,10,27,1,16,1859
56897,2015,10,27,1,17,1797
56898,2015,10,27,1,18,1411
56899,2015,10,27,1,19,749
56900,2015,10,27,1,20,368
56901,2015,10,27,1,21,276
56902,2015,10,27,1,22,156
56903,2015,10,27,1,23,92
56904,2015,10,28,2,0,56
56905,2015,10,28,2,1,18
56906,2015,10,28,2,2,13
56907,2015,10,28,2,3,3
56908,2015,10,28,2,4,7
56909,2015,10,28,2,5,20
56910,2015,10,28,2,6,73
56911,2015,10,28,2,7,217
56912,2015,10,28,2,8,589
56913,2015,10,28,2,9,661
56914,2015,10,28,2,10,1072
56915,2015,10,28,2,11,1396
56916,2015,10,28,2,12,2004
56917,2015,10,28,2,13,2317
56918,2015,10,28,2,14,2502
56919,2015,10,28,2,15,2425
56920,2015,10,28,2,16,1755
56921,2015,10,28,2,17,1934
56922,2015,10,28,2,18,1567
56923,2015,10,28,2,19,864
56924,2015,10,28,2,20,617
56925,2015,10,28,2,21,383
56926,2015,10,28,2,22,251
56927,2015,10,28,2,23,126
56928,2015,10,29,3,0,54
56929,2015,10,29,3,1,32
56930,2015,10,29,3,2,22
56931,2015,10,29,3,3,11
56932,2015,10,29,3,4,14
56933,2015,10,29,3,5,29
56934,2015,10,29,3,6,54
56935,2015,10,29,3,7,232
56936,2015,10,29,3,8,547
56937,2015,10,29,3,9,637
56938,2015,10,29,3,10,936
56939,2015,10,29,3,11,1189
56940,2015,10,29,3,12,1964
56941,2015,10,29,3,13,2499
56942,2015,10,29,3,14,2684
56943,2015,10,29,3,15,2553
56944,2015,10,29,3,16,1720
56945,2015,10,29,3,17,1974
56946,2015,10,29,3,18,1748
56947,2015,10,29,3,19,1226
56948,2015,10,29,3,20,826
56949,2015,10,29,3,21,367
56950,2015,10,29,3,22,215
56951,2015,10,29,3,23,102
56952,2015,10,30,4,0,74
56953,2015,10,30,4,1,44
56954,2015,10,30,4,2,21
56955,2015,10,30,4,3,23
56956,2015,10,30,4,4,20
56957,2015,10,30,4,5,49
56958,2015,10,30,4,6,101
56959,2015,10,30,4,7,272
56960,2015,10,30,4,8,690
56961,2015,10,30,4,9,939
56962,2015,10,30,4,10,1523
56963,2015,10,30,4,11,1599
56964,2015,10,30,4,12,2200
56965,2015,10,30,4,13,2521
56966,2015,10,30,4,14,2851
56967,2015,10,30,4,15,2814
56968,2015,10,30,4,16,2092
56969,2015,10,30,4,17,2326
56970,2015,10,30,4,18,2103
56971,2015,10,30,4,19,1592
56972,2015,10,30,4,20,1244
56973,2015,10,30,4,21,820
56974,2015,10,30,4,22,374
56975,2015,10,30,4,23,221
56976,2015,10,31,5,0,139
56977,2015,10,31,5,1,98
56978,2015,10,31,5,2,69
56979,2015,10,31,5,3,41
56980,2015,10,31,5,4,37
56981,2015,10,31,5,5,25
56982,2015,10,31,5,6,65
56983,2015,10,31,5,7,107
56984,2015,10,31,5,8,274
56985,2015,10,31,5,9,571
56986,2015,10,31,5,10,958
56987,2015,10,31,5,11,1456
56988,2015,10,31,5,12,1382
56989,2015,10,31,5,13,1558
56990,2015,10,31,5,14,1821
56991,2015,10,31,5,15,1880
56992,2015,10,31,5,16,1690
56993,2015,10,31,5,17,1484
56994,2015,10,31,5,18,1286
56995,2015,10,31,5,19,937
56996,2015,10,31,5,20,411
56997,2015,10,31,5,21,334
56998,2015,10,31,5,22,331
56999,2015,10,31,5,23,304
57000,2015,11,1,6,0,206
57001,2015,11,1,6,1,180
57002,2015,11,1,6,2,109
57003,2015,11,1,6,3,75
57004,2015,11,1,6,4,50
57005,2015,11,1,6,5,52
57006,2015,11,1,6,6,24
57007,2015,11,1,6,7,46
57008,2015,11,1,6,8,126
57009,2015,11,1,6,9,393
57010,2015,11,1,6,10,745
57011,2015,11,1,6,11,1185
57012,2015,11,1,6,12,1400
57013,2015,11,1,6,13,1618
57014,2015,11,1,6,14,1656
57015,2015,11,1,6,15,1713
57016,2015,11,1,6,16,1425
57017,2015,11,1,6,17,1089
57018,2015,11,1,6,18,955
57019,2015,11,1,6,19,686
57020,2015,11,1,6,20,183
57021,2015,11,1,6,21,202
57022,2015,11,1,6,22,166
57023,2015,11,1,6,23,83
57024,2015,11,2,0,0,46
57025,2015,11,2,0,1,13
57026,2015,11,2,0,2,12
57027,2015,11,2,0,3,17
57028,2015,11,2,0,4,6
57029,2015,11,2,0,5,22
57030,2015,11,2,0,6,69
57031,2015,11,2,0,7,191
57032,2015,11,2,0,8,433
57033,2015,11,2,0,9,749
57034,2015,11,2,0,10,1728
57035,2015,11,2,0,11,2518
57036,2015,11,2,0,12,3138
57037,2015,11,2,0,13,2862
57038,2015,11,2,0,14,3159
57039,2015,11,2,0,15,2982
57040,2015,11,2,0,16,2077
57041,2015,11,2,0,17,1810
57042,2015,11,2,0,18,1365
57043,2015,11,2,0,19,687
57044,2015,11,2,0,20,334
57045,2015,11,2,0,21,316
57046,2015,11,2,0,22,185
57047,2015,11,2,0,23,143
57048,2015,11,3,1,0,69
57049,2015,11,3,1,1,64
57050,2015,11,3,1,2,33
57051,2015,11,3,1,3,29
57052,2015,11,3,1,4,25
57053,2015,11,3,1,5,11
57054,2015,11,3,1,6,36
57055,2015,11,3,1,7,63
57056,2015,11,3,1,8,177
57057,2015,11,3,1,9,333
57058,2015,11,3,1,10,593
57059,2015,11,3,1,11,955
57060,2015,11,3,1,12,1144
57061,2015,11,3,1,13,1304
57062,2015,11,3,1,14,1514
57063,2015,11,3,1,15,1564
57064,2015,11,3,1,16,1370
57065,2015,11,3,1,17,1138
57066,2015,11,3,1,18,957
57067,2015,11,3,1,19,573
57068,2015,11,3,1,20,324
57069,2015,11,3,1,21,210
57070,2015,11,3,1,22,119
57071,2015,11,3,1,23,67
57072,2015,11,4,2,0,37
57073,2015,11,4,2,1,31
57074,2015,11,4,2,2,12
57075,2015,11,4,2,3,18
57076,2015,11,4,2,4,5
57077,2015,11,4,2,5,17
57078,2015,11,4,2,6,85
57079,2015,11,4,2,7,223
57080,2015,11,4,2,8,570
57081,2015,11,4,2,9,666
57082,2015,11,4,2,10,1103
57083,2015,11,4,2,11,1481
57084,2015,11,4,2,12,2133
57085,2015,11,4,2,13,3051
57086,2015,11,4,2,14,2697
57087,2015,11,4,2,15,2173
57088,2015,11,4,2,16,1698
57089,2015,11,4,2,17,1743
57090,2015,11,4,2,18,1393
57091,2015,11,4,2,19,934
57092,2015,11,4,2,20,480
57093,2015,11,4,2,21,363
57094,2015,11,4,2,22,204
57095,2015,11,4,2,23,149
57096,2015,11,5,3,0,78
57097,2015,11,5,3,1,45
57098,2015,11,5,3,2,34
57099,2015,11,5,3,3,34
57100,2015,11,5,3,4,24
57101,2015,11,5,3,5,49
57102,2015,11,5,3,6,149
57103,2015,11,5,3,7,327
57104,2015,11,5,3,8,664
57105,2015,11,5,3,9,796
57106,2015,11,5,3,10,921
57107,2015,11,5,3,11,1260
57108,2015,11,5,3,12,1677
57109,2015,11,5,3,13,1963
57110,2015,11,5,3,14,1974
57111,2015,11,5,3,15,2050
57112,2015,11,5,3,16,1664
57113,2015,11,5,3,17,1764
57114,2015,11,5,3,18,1552
57115,2015,11,5,3,19,1002
57116,2015,11,5,3,20,679
57117,2015,11,5,3,21,343
57118,2015,11,5,3,22,234
57119,2015,11,5,3,23,143
57120,2015,11,6,4,0,51
57121,2015,11,6,4,1,45
57122,2015,11,6,4,2,14
57123,2015,11,6,4,3,20
57124,2015,11,6,4,4,23
57125,2015,11,6,4,5,18
57126,2015,11,6,4,6,84
57127,2015,11,6,4,7,200
57128,2015,11,6,4,8,598
57129,2015,11,6,4,9,812
57130,2015,11,6,4,10,986
57131,2015,11,6,4,11,1284
57132,2015,11,6,4,12,2003
57133,2015,11,6,4,13,2641
57134,2015,11,6,4,14,2581
57135,2015,11,6,4,15,2561
57136,2015,11,6,4,16,1938
57137,2015,11,6,4,17,2132
57138,2015,11,6,4,18,1766
57139,2015,11,6,4,19,1276
57140,2015,11,6,4,20,1006
57141,2015,11,6,4,21,605
57142,2015,11,6,4,22,308
57143,2015,11,6,4,23,218
57144,2015,11,7,5,0,149
57145,2015,11,7,5,1,87
57146,2015,11,7,5,2,62
57147,2015,11,7,5,3,53
57148,2015,11,7,5,4,33
57149,2015,11,7,5,5,60
57150,2015,11,7,5,6,76
57151,2015,11,7,5,7,216
57152,2015,11,7,5,8,449
57153,2015,11,7,5,9,967
57154,2015,11,7,5,10,1569
57155,2015,11,7,5,11,2187
57156,2015,11,7,5,12,2739
57157,2015,11,7,5,13,3047
57158,2015,11,7,5,14,2402
57159,2015,11,7,5,15,1940
57160,2015,11,7,5,16,1872
57161,2015,11,7,5,17,1659
57162,2015,11,7,5,18,1365
57163,2015,11,7,5,19,846
57164,2015,11,7,5,20,383
57165,2015,11,7,5,21,268
57166,2015,11,7,5,22,285
57167,2015,11,7,5,23,197
57168,2015,11,8,6,0,158
57169,2015,11,8,6,1,77
57170,2015,11,8,6,2,45
57171,2015,11,8,6,3,43
57172,2015,11,8,6,4,30
57173,2015,11,8,6,5,28
57174,2015,11,8,6,6,31
57175,2015,11,8,6,7,62
57176,2015,11,8,6,8,126
57177,2015,11,8,6,9,313
57178,2015,11,8,6,10,729
57179,2015,11,8,6,11,1171
57180,2015,11,8,6,12,1444
57181,2015,11,8,6,13,1641
57182,2015,11,8,6,14,1819
57183,2015,11,8,6,15,1888
57184,2015,11,8,6,16,1726
57185,2015,11,8,6,17,1368
57186,2015,11,8,6,18,1045
57187,2015,11,8,6,19,613
57188,2015,11,8,6,20,277
57189,2015,11,8,6,21,172
57190,2015,11,8,6,22,156
57191,2015,11,8,6,23,74
57192,2015,11,9,0,0,40
57193,2015,11,9,0,1,28
57194,2015,11,9,0,2,8
57195,2015,11,9,0,3,6
57196,2015,11,9,0,4,4
57197,2015,11,9,0,5,16
57198,2015,11,9,0,6,77
57199,2015,11,9,0,7,229
57200,2015,11,9,0,8,510
57201,2015,11,9,0,9,631
57202,2015,11,9,0,10,1024
57203,2015,11,9,0,11,1286
57204,2015,11,9,0,12,2044
57205,2015,11,9,0,13,2415
57206,2015,11,9,0,14,2444
57207,2015,11,9,0,15,2159
57208,2015,11,9,0,16,1565
57209,2015,11,9,0,17,1785
57210,2015,11,9,0,18,1351
57211,2015,11,9,0,19,688
57212,2015,11,9,0,20,390
57213,2015,11,9,0,21,276
57214,2015,11,9,0,22,149
57215,2015,11,9,0,23,86
57216,2015,11,10,1,0,31
57217,2015,11,10,1,1,33
57218,2015,11,10,1,2,15
57219,2015,11,10,1,3,8
57220,2015,11,10,1,4,6
57221,2015,11,10,1,5,29
57222,2015,11,10,1,6,81
57223,2015,11,10,1,7,225
57224,2015,11,10,1,8,540
57225,2015,11,10,1,9,625
57226,2015,11,10,1,10,1052
57227,2015,11,10,1,11,1220
57228,2015,11,10,1,12,1511
57229,2015,11,10,1,13,2236
57230,2015,11,10,1,14,1987
57231,2015,11,10,1,15,1965
57232,2015,11,10,1,16,1822
57233,2015,11,10,1,17,2015
57234,2015,11,10,1,18,1542
57235,2015,11,10,1,19,901
57236,2015,11,10,1,20,786
57237,2015,11,10,1,21,565
57238,2015,11,10,1,22,290
57239,2015,11,10,1,23,106
57240,2015,11,11,2,0,53
57241,2015,11,11,2,1,16
57242,2015,11,11,2,2,13
57243,2015,11,11,2,3,3
57244,2015,11,11,2,4,8
57245,2015,11,11,2,5,15
57246,2015,11,11,2,6,92
57247,2015,11,11,2,7,259
57248,2015,11,11,2,8,553
57249,2015,11,11,2,9,645
57250,2015,11,11,2,10,1046
57251,2015,11,11,2,11,1356
57252,2015,11,11,2,12,2084
57253,2015,11,11,2,13,2314
57254,2015,11,11,2,14,2721
57255,2015,11,11,2,15,2555
57256,2015,11,11,2,16,1827
57257,2015,11,11,2,17,1912
57258,2015,11,11,2,18,1651
57259,2015,11,11,2,19,1003
57260,2015,11,11,2,20,544
57261,2015,11,11,2,21,482
57262,2015,11,11,2,22,279
57263,2015,11,11,2,23,133
57264,2015,11,12,3,0,47
57265,2015,11,12,3,1,36
57266,2015,11,12,3,2,21
57267,2015,11,12,3,3,12
57268,2015,11,12,3,4,4
57269,2015,11,12,3,5,19
57270,2015,11,12,3,6,81
57271,2015,11,12,3,7,217
57272,2015,11,12,3,8,508
57273,2015,11,12,3,9,698
57274,2015,11,12,3,10,1129
57275,2015,11,12,3,11,1439
57276,2015,11,12,3,12,1999
57277,2015,11,12,3,13,2602
57278,2015,11,12,3,14,2819
57279,2015,11,12,3,15,2773
57280,2015,11,12,3,16,1988
57281,2015,11,12,3,17,2073
57282,2015,11,12,3,18,1831
57283,2015,11,12,3,19,1218
57284,2015,11,12,3,20,925
57285,2015,11,12,3,21,490
57286,2015,11,12,3,22,305
57287,2015,11,12,3,23,161
57288,2015,11,13,4,0,84
57289,2015,11,13,4,1,47
57290,2015,11,13,4,2,25
57291,2015,11,13,4,3,19
57292,2015,11,13,4,4,21
57293,2015,11,13,4,5,23
57294,2015,11,13,4,6,107
57295,2015,11,13,4,7,237
57296,2015,11,13,4,8,672
57297,2015,11,13,4,9,906
57298,2015,11,13,4,10,1326
57299,2015,11,13,4,11,1690
57300,2015,11,13,4,12,2386
57301,2015,11,13,4,13,2569
57302,2015,11,13,4,14,3083
57303,2015,11,13,4,15,2948
57304,2015,11,13,4,16,2486
57305,2015,11,13,4,17,2283
57306,2015,11,13,4,18,2080
57307,2015,11,13,4,19,1638
57308,2015,11,13,4,20,1276
57309,2015,11,13,4,21,831
57310,2015,11,13,4,22,334
57311,2015,11,13,4,23,300
57312,2015,11,14,5,0,159
57313,2015,11,14,5,1,104
57314,2015,11,14,5,2,74
57315,2015,11,14,5,3,41
57316,2015,11,14,5,4,30
57317,2015,11,14,5,5,26
57318,2015,11,14,5,6,34
57319,2015,11,14,5,7,125
57320,2015,11,14,5,8,287
57321,2015,11,14,5,9,491
57322,2015,11,14,5,10,938
57323,2015,11,14,5,11,1411
57324,2015,11,14,5,12,1682
57325,2015,11,14,5,13,1967
57326,2015,11,14,5,14,2136
57327,2015,11,14,5,15,2246
57328,2015,11,14,5,16,1966
57329,2015,11,14,5,17,1798
57330,2015,11,14,5,18,1488
57331,2015,11,14,5,19,950
57332,2015,11,14,5,20,600
57333,2015,11,14,5,21,510
57334,2015,11,14,5,22,359
57335,2015,11,14,5,23,204
57336,2015,11,15,6,0,216
57337,2015,11,15,6,1,101
57338,2015,11,15,6,2,59
57339,2015,11,15,6,3,54
57340,2015,11,15,6,4,33
57341,2015,11,15,6,5,32
57342,2015,11,15,6,6,16
57343,2015,11,15,6,7,52
57344,2015,11,15,6,8,211
57345,2015,11,15,6,9,450
57346,2015,11,15,6,10,768
57347,2015,11,15,6,11,1143
57348,2015,11,15,6,12,1401
57349,2015,11,15,6,13,1706
57350,2015,11,15,6,14,1984
57351,2015,11,15,6,15,2226
57352,2015,11,15,6,16,1695
57353,2015,11,15,6,17,1704
57354,2015,11,15,6,18,1136
57355,2015,11,15,6,19,828
57356,2015,11,15,6,20,332
57357,2015,11,15,6,21,330
57358,2015,11,15,6,22,171
57359,2015,11,15,6,23,89
57360,2015,11,16,0,0,49
57361,2015,11,16,0,1,12
57362,2015,11,16,0,2,9
57363,2015,11,16,0,3,16
57364,2015,11,16,0,4,7
57365,2015,11,16,0,5,10
57366,2015,11,16,0,6,82
57367,2015,11,16,0,7,216
57368,2015,11,16,0,8,519
57369,2015,11,16,0,9,713
57370,2015,11,16,0,10,1408
57371,2015,11,16,0,11,1524
57372,2015,11,16,0,12,2119
57373,2015,11,16,0,13,2509
57374,2015,11,16,0,14,2954
57375,2015,11,16,0,15,2685
57376,2015,11,16,0,16,1962
57377,2015,11,16,0,17,1983
57378,2015,11,16,0,18,1468
57379,2015,11,16,0,19,753
57380,2015,11,16,0,20,515
57381,2015,11,16,0,21,305
57382,2015,11,16,0,22,193
57383,2015,11,16,0,23,82
57384,2015,11,17,1,0,35
57385,2015,11,17,1,1,12
57386,2015,11,17,1,2,16
57387,2015,11,17,1,3,9
57388,2015,11,17,1,4,13
57389,2015,11,17,1,5,18
57390,2015,11,17,1,6,90
57391,2015,11,17,1,7,257
57392,2015,11,17,1,8,647
57393,2015,11,17,1,9,641
57394,2015,11,17,1,10,1164
57395,2015,11,17,1,11,1409
57396,2015,11,17,1,12,2177
57397,2015,11,17,1,13,2598
57398,2015,11,17,1,14,2646
57399,2015,11,17,1,15,2528
57400,2015,11,17,1,16,1816
57401,2015,11,17,1,17,2098
57402,2015,11,17,1,18,1870
57403,2015,11,17,1,19,1202
57404,2015,11,17,1,20,620
57405,2015,11,17,1,21,423
57406,2015,11,17,1,22,258
57407,2015,11,17,1,23,116
57408,2015,11,18,2,0,47
57409,2015,11,18,2,1,19
57410,2015,11,18,2,2,20
57411,2015,11,18,2,3,6
57412,2015,11,18,2,4,7
57413,2015,11,18,2,5,17
57414,2015,11,18,2,6,90
57415,2015,11,18,2,7,229
57416,2015,11,18,2,8,556
57417,2015,11,18,2,9,667
57418,2015,11,18,2,10,1123
57419,2015,11,18,2,11,1527
57420,2015,11,18,2,12,2258
57421,2015,11,18,2,13,2771
57422,2015,11,18,2,14,2967
57423,2015,11,18,2,15,2554
57424,2015,11,18,2,16,1770
57425,2015,11,18,2,17,2052
57426,2015,11,18,2,18,1597
57427,2015,11,18,2,19,989
57428,2015,11,18,2,20,580
57429,2015,11,18,2,21,454
57430,2015,11,18,2,22,301
57431,2015,11,18,2,23,129
57432,2015,11,19,3,0,62
57433,2015,11,19,3,1,38
57434,2015,11,19,3,2,19
57435,2015,11,19,3,3,11
57436,2015,11,19,3,4,11
57437,2015,11,19,3,5,17
57438,2015,11,19,3,6,79
57439,2015,11,19,3,7,276
57440,2015,11,19,3,8,541
57441,2015,11,19,3,9,698
57442,2015,11,19,3,10,1163
57443,2015,11,19,3,11,1432
57444,2015,11,19,3,12,1933
57445,2015,11,19,3,13,2319
57446,2015,11,19,3,14,2173
57447,2015,11,19,3,15,1893
57448,2015,11,19,3,16,1845
57449,2015,11,19,3,17,1964
57450,2015,11,19,3,18,1686
57451,2015,11,19,3,19,1262
57452,2015,11,19,3,20,942
57453,2015,11,19,3,21,515
57454,2015,11,19,3,22,278
57455,2015,11,19,3,23,179
57456,2015,11,20,4,0,98
57457,2015,11,20,4,1,80
57458,2015,11,20,4,2,61
57459,2015,11,20,4,3,50
57460,2015,11,20,4,4,33
57461,2015,11,20,4,5,26
57462,2015,11,20,4,6,115
57463,2015,11,20,4,7,240
57464,2015,11,20,4,8,649
57465,2015,11,20,4,9,748
57466,2015,11,20,4,10,1180
57467,2015,11,20,4,11,1429
57468,2015,11,20,4,12,2314
57469,2015,11,20,4,13,2286
57470,2015,11,20,4,14,2375
57471,2015,11,20,4,15,2424
57472,2015,11,20,4,16,2509
57473,2015,11,20,4,17,2728
57474,2015,11,20,4,18,1984
57475,2015,11,20,4,19,1462
57476,2015,11,20,4,20,1318
57477,2015,11,20,4,21,922
57478,2015,11,20,4,22,480
57479,2015,11,20,4,23,232
57480,2015,11,21,5,0,127
57481,2015,11,21,5,1,86
57482,2015,11,21,5,2,60
57483,2015,11,21,5,3,50
57484,2015,11,21,5,4,26
57485,2015,11,21,5,5,12
57486,2015,11,21,5,6,22
57487,2015,11,21,5,7,93
57488,2015,11,21,5,8,245
57489,2015,11,21,5,9,533
57490,2015,11,21,5,10,1002
57491,2015,11,21,5,11,1331
57492,2015,11,21,5,12,1518
57493,2015,11,21,5,13,1987
57494,2015,11,21,5,14,2084
57495,2015,11,21,5,15,2061
57496,2015,11,21,5,16,2015
57497,2015,11,21,5,17,1835
57498,2015,11,21,5,18,1461
57499,2015,11,21,5,19,1416
57500,2015,11,21,5,20,886
57501,2015,11,21,5,21,680
57502,2015,11,21,5,22,450
57503,2015,11,21,5,23,235
57504,2015,11,22,6,0,157
57505,2015,11,22,6,1,113
57506,2015,11,22,6,2,80
57507,2015,11,22,6,3,51
57508,2015,11,22,6,4,38
57509,2015,11,22,6,5,17
57510,2015,11,22,6,6,41
57511,2015,11,22,6,7,54
57512,2015,11,22,6,8,149
57513,2015,11,22,6,9,494
57514,2015,11,22,6,10,797
57515,2015,11,22,6,11,1188
57516,2015,11,22,6,12,1612
57517,2015,11,22,6,13,1933
57518,2015,11,22,6,14,1908
57519,2015,11,22,6,15,1850
57520,2015,11,22,6,16,1814
57521,2015,11,22,6,17,1522
57522,2015,11,22,6,18,1240
57523,2015,11,22,6,19,897
57524,2015,11,22,6,20,457
57525,2015,11,22,6,21,334
57526,2015,11,22,6,22,219
57527,2015,11,22,6,23,122
57528,2015,11,23,0,0,69
57529,2015,11,23,0,1,5
57530,2015,11,23,0,2,0
57531,2015,11,23,0,3,5
57532,2015,11,23,0,4,9
57533,2015,11,23,0,5,25
57534,2015,11,23,0,6,69
57535,2015,11,23,0,7,214
57536,2015,11,23,0,8,582
57537,2015,11,23,0,9,701
57538,2015,11,23,0,10,999
57539,2015,11,23,0,11,1506
57540,2015,11,23,0,12,2077
57541,2015,11,23,0,13,2269
57542,2015,11,23,0,14,1823
57543,2015,11,23,0,15,1823
57544,2015,11,23,0,16,1741
57545,2015,11,23,0,17,1897
57546,2015,11,23,0,18,1395
57547,2015,11,23,0,19,753
57548,2015,11,23,0,20,627
57549,2015,11,23,0,21,400
57550,2015,11,23,0,22,198
57551,2015,11,23,0,23,103
57552,2015,11,24,1,0,44
57553,2015,11,24,1,1,9
57554,2015,11,24,1,2,5
57555,2015,11,24,1,3,0
57556,2015,11,24,1,4,10
57557,2015,11,24,1,5,26
57558,2015,11,24,1,6,70
57559,2015,11,24,1,7,249
57560,2015,11,24,1,8,572
57561,2015,11,24,1,9,606
57562,2015,11,24,1,10,1044
57563,2015,11,24,1,11,1385
57564,2015,11,24,1,12,2268
57565,2015,11,24,1,13,2341
57566,2015,11,24,1,14,1852
57567,2015,11,24,1,15,1665
57568,2015,11,24,1,16,1861
57569,2015,11,24,1,17,1990
57570,2015,11,24,1,18,1593
