,Year,Month,Mdate,Day,Time,Hourly_Counts
0,2009,5,1,4,0,53
1,2009,5,1,4,1,43
2,2009,5,1,4,2,10
3,2009,5,1,4,3,5
4,2009,5,1,4,4,25
5,2009,5,1,4,5,20
6,2009,5,1,4,6,80
7,2009,5,1,4,7,354
8,2009,5,1,4,8,846
9,2009,5,1,4,9,1096
10,2009,5,1,4,10,1481
11,2009,5,1,4,11,2154
12,2009,5,1,4,12,3755
13,2009,5,1,4,13,4545
14,2009,5,1,4,14,3389
15,2009,5,1,4,15,3312
16,2009,5,1,4,16,3676
17,2009,5,1,4,17,3804
18,2009,5,1,4,18,3010
19,2009,5,1,4,19,2092
20,2009,5,1,4,20,1491
21,2009,5,1,4,21,589
22,2009,5,1,4,22,576
23,2009,5,1,4,23,463
24,2009,5,2,5,0,237
25,2009,5,2,5,1,207
26,2009,5,2,5,2,126
27,2009,5,2,5,3,70
28,2009,5,2,5,4,56
29,2009,5,2,5,5,19
30,2009,5,2,5,6,51
31,2009,5,2,5,7,126
32,2009,5,2,5,8,362
33,2009,5,2,5,9,921
34,2009,5,2,5,10,1728
35,2009,5,2,5,11,2643
36,2009,5,2,5,12,3133
37,2009,5,2,5,13,3507
38,2009,5,2,5,14,3709
39,2009,5,2,5,15,4034
40,2009,5,2,5,16,3663
41,2009,5,2,5,17,2468
42,2009,5,2,5,18,915
43,2009,5,2,5,19,508
44,2009,5,2,5,20,467
45,2009,5,2,5,21,401
46,2009,5,2,5,22,346
47,2009,5,2,5,23,306
48,2009,5,3,6,0,305
49,2009,5,3,6,1,210
50,2009,5,3,6,2,209
51,2009,5,3,6,3,199
52,2009,5,3,6,4,75
53,2009,5,3,6,5,51
54,2009,5,3,6,6,60
55,2009,5,3,6,7,76
56,2009,5,3,6,8,179
57,2009,5,3,6,9,531
58,2009,5,3,6,10,1335
59,2009,5,3,6,11,1892
60,2009,5,3,6,12,2500
61,2009,5,3,6,13,2698
62,2009,5,3,6,14,3045
63,2009,5,3,6,15,3182
64,2009,5,3,6,16,2685
65,2009,5,3,6,17,1550
66,2009,5,3,6,18,512
67,2009,5,3,6,19,409
68,2009,5,3,6,20,252
69,2009,5,3,6,21,172
70,2009,5,3,6,22,129
71,2009,5,3,6,23,71
72,2009,5,4,0,0,22
73,2009,5,4,0,1,14
74,2009,5,4,0,2,23
75,2009,5,4,0,3,7
76,2009,5,4,0,4,7
77,2009,5,4,0,5,36
78,2009,5,4,0,6,97
79,2009,5,4,0,7,303
80,2009,5,4,0,8,804
81,2009,5,4,0,9,1090
82,2009,5,4,0,10,1642
83,2009,5,4,0,11,2248
84,2009,5,4,0,12,3532
85,2009,5,4,0,13,4113
86,2009,5,4,0,14,2857
87,2009,5,4,0,15,2774
88,2009,5,4,0,16,2552
89,2009,5,4,0,17,2383
90,2009,5,4,0,18,815
91,2009,5,4,0,19,424
92,2009,5,4,0,20,307
93,2009,5,4,0,21,202
94,2009,5,4,0,22,164
95,2009,5,4,0,23,65
96,2009,5,5,1,0,29
97,2009,5,5,1,1,4
98,2009,5,5,1,2,21
99,2009,5,5,1,3,1
100,2009,5,5,1,4,8
101,2009,5,5,1,5,21
102,2009,5,5,1,6,104
103,2009,5,5,1,7,361
104,2009,5,5,1,8,854
105,2009,5,5,1,9,1000
106,2009,5,5,1,10,1415
107,2009,5,5,1,11,2027
108,2009,5,5,1,12,3848
109,2009,5,5,1,13,4285
110,2009,5,5,1,14,2969
111,2009,5,5,1,15,2775
112,2009,5,5,1,16,2553
113,2009,5,5,1,17,2291
114,2009,5,5,1,18,866
115,2009,5,5,1,19,468
116,2009,5,5,1,20,292
117,2009,5,5,1,21,273
118,2009,5,5,1,22,107
119,2009,5,5,1,23,99
120,2009,5,6,2,0,42
121,2009,5,6,2,1,21
122,2009,5,6,2,2,5
123,2009,5,6,2,3,50
124,2009,5,6,2,4,13
125,2009,5,6,2,5,18
126,2009,5,6,2,6,99
127,2009,5,6,2,7,330
128,2009,5,6,2,8,926
129,2009,5,6,2,9,1119
130,2009,5,6,2,10,1373
131,2009,5,6,2,11,1935
132,2009,5,6,2,12,3802
133,2009,5,6,2,13,4416
134,2009,5,6,2,14,2901
135,2009,5,6,2,15,2721
136,2009,5,6,2,16,2665
137,2009,5,6,2,17,2341
138,2009,5,6,2,18,992
139,2009,5,6,2,19,575
140,2009,5,6,2,20,350
141,2009,5,6,2,21,254
142,2009,5,6,2,22,195
143,2009,5,6,2,23,91
144,2009,5,7,3,0,53
145,2009,5,7,3,1,62
146,2009,5,7,3,2,39
147,2009,5,7,3,3,14
148,2009,5,7,3,4,9
149,2009,5,7,3,5,25
150,2009,5,7,3,6,89
151,2009,5,7,3,7,342
152,2009,5,7,3,8,885
153,2009,5,7,3,9,1145
154,2009,5,7,3,10,1458
155,2009,5,7,3,11,2086
156,2009,5,7,3,12,3571
157,2009,5,7,3,13,4290
158,2009,5,7,3,14,2978
159,2009,5,7,3,15,2815
160,2009,5,7,3,16,2775
161,2009,5,7,3,17,2853
162,2009,5,7,3,18,1672
163,2009,5,7,3,19,758
164,2009,5,7,3,20,416
165,2009,5,7,3,21,326
166,2009,5,7,3,22,267
167,2009,5,7,3,23,136
168,2009,5,8,4,0,74
169,2009,5,8,4,1,52
170,2009,5,8,4,2,29
171,2009,5,8,4,3,14
172,2009,5,8,4,4,30
173,2009,5,8,4,5,24
174,2009,5,8,4,6,88
175,2009,5,8,4,7,347
176,2009,5,8,4,8,861
177,2009,5,8,4,9,1130
178,2009,5,8,4,10,1597
179,2009,5,8,4,11,2313
180,2009,5,8,4,12,3861
181,2009,5,8,4,13,4631
182,2009,5,8,4,14,3425
183,2009,5,8,4,15,3512
184,2009,5,8,4,16,3668
185,2009,5,8,4,17,3871
186,2009,5,8,4,18,2857
187,2009,5,8,4,19,2072
188,2009,5,8,4,20,1410
189,2009,5,8,4,21,657
190,2009,5,8,4,22,542
191,2009,5,8,4,23,409
192,2009,5,9,5,0,247
193,2009,5,9,5,1,150
194,2009,5,9,5,2,110
195,2009,5,9,5,3,64
196,2009,5,9,5,4,63
197,2009,5,9,5,5,40
198,2009,5,9,5,6,51
199,2009,5,9,5,7,109
200,2009,5,9,5,8,289
201,2009,5,9,5,9,778
202,2009,5,9,5,10,1546
203,2009,5,9,5,11,2313
204,2009,5,9,5,12,3163
205,2009,5,9,5,13,3279
206,2009,5,9,5,14,3588
207,2009,5,9,5,15,3839
208,2009,5,9,5,16,3501
209,2009,5,9,5,17,2324
210,2009,5,9,5,18,912
211,2009,5,9,5,19,471
212,2009,5,9,5,20,364
213,2009,5,9,5,21,367
214,2009,5,9,5,22,438
215,2009,5,9,5,23,391
216,2009,5,10,6,0,273
217,2009,5,10,6,1,247
218,2009,5,10,6,2,150
219,2009,5,10,6,3,125
220,2009,5,10,6,4,83
221,2009,5,10,6,5,68
222,2009,5,10,6,6,39
223,2009,5,10,6,7,94
224,2009,5,10,6,8,160
225,2009,5,10,6,9,543
226,2009,5,10,6,10,1101
227,2009,5,10,6,11,1698
228,2009,5,10,6,12,2173
229,2009,5,10,6,13,2432
230,2009,5,10,6,14,2682
231,2009,5,10,6,15,2619
232,2009,5,10,6,16,2216
233,2009,5,10,6,17,1368
234,2009,5,10,6,18,450
235,2009,5,10,6,19,243
236,2009,5,10,6,20,193
237,2009,5,10,6,21,171
238,2009,5,10,6,22,102
239,2009,5,10,6,23,83
240,2009,5,11,0,0,16
241,2009,5,11,0,1,35
242,2009,5,11,0,2,5
243,2009,5,11,0,3,4
244,2009,5,11,0,4,6
245,2009,5,11,0,5,16
246,2009,5,11,0,6,75
247,2009,5,11,0,7,325
248,2009,5,11,0,8,824
249,2009,5,11,0,9,885
250,2009,5,11,0,10,1304
251,2009,5,11,0,11,1837
252,2009,5,11,0,12,3246
253,2009,5,11,0,13,4019
254,2009,5,11,0,14,2747
255,2009,5,11,0,15,2607
256,2009,5,11,0,16,2323
257,2009,5,11,0,17,2122
258,2009,5,11,0,18,832
259,2009,5,11,0,19,379
260,2009,5,11,0,20,233
261,2009,5,11,0,21,188
262,2009,5,11,0,22,226
263,2009,5,11,0,23,105
264,2009,5,12,1,0,23
265,2009,5,12,1,1,19
266,2009,5,12,1,2,4
267,2009,5,12,1,3,7
268,2009,5,12,1,4,23
269,2009,5,12,1,5,18
270,2009,5,12,1,6,97
271,2009,5,12,1,7,362
272,2009,5,12,1,8,850
273,2009,5,12,1,9,841
274,2009,5,12,1,10,1273
275,2009,5,12,1,11,1755
276,2009,5,12,1,12,3430
277,2009,5,12,1,13,3948
278,2009,5,12,1,14,2730
279,2009,5,12,1,15,2560
280,2009,5,12,1,16,2592
281,2009,5,12,1,17,2083
282,2009,5,12,1,18,817
283,2009,5,12,1,19,401
284,2009,5,12,1,20,330
285,2009,5,12,1,21,204
286,2009,5,12,1,22,147
287,2009,5,12,1,23,61
288,2009,5,13,2,0,40
289,2009,5,13,2,1,14
290,2009,5,13,2,2,9
291,2009,5,13,2,3,17
292,2009,5,13,2,4,7
293,2009,5,13,2,5,21
294,2009,5,13,2,6,117
295,2009,5,13,2,7,339
296,2009,5,13,2,8,876
297,2009,5,13,2,9,933
298,2009,5,13,2,10,1295
299,2009,5,13,2,11,1832
300,2009,5,13,2,12,3330
301,2009,5,13,2,13,4003
302,2009,5,13,2,14,2779
303,2009,5,13,2,15,2576
304,2009,5,13,2,16,2589
305,2009,5,13,2,17,2306
306,2009,5,13,2,18,1174
307,2009,5,13,2,19,517
308,2009,5,13,2,20,383
309,2009,5,13,2,21,224
310,2009,5,13,2,22,141
311,2009,5,13,2,23,87
312,2009,5,14,3,0,33
313,2009,5,14,3,1,57
314,2009,5,14,3,2,14
315,2009,5,14,3,3,13
316,2009,5,14,3,4,5
317,2009,5,14,3,5,24
318,2009,5,14,3,6,92
319,2009,5,14,3,7,329
320,2009,5,14,3,8,869
321,2009,5,14,3,9,913
322,2009,5,14,3,10,1300
323,2009,5,14,3,11,1846
324,2009,5,14,3,12,3434
325,2009,5,14,3,13,4089
326,2009,5,14,3,14,2741
327,2009,5,14,3,15,2702
328,2009,5,14,3,16,2656
329,2009,5,14,3,17,2672
330,2009,5,14,3,18,1669
331,2009,5,14,3,19,657
332,2009,5,14,3,20,410
333,2009,5,14,3,21,253
334,2009,5,14,3,22,146
335,2009,5,14,3,23,106
336,2009,5,15,4,0,72
337,2009,5,15,4,1,69
338,2009,5,15,4,2,27
339,2009,5,15,4,3,34
340,2009,5,15,4,4,7
341,2009,5,15,4,5,28
342,2009,5,15,4,6,98
343,2009,5,15,4,7,322
344,2009,5,15,4,8,883
345,2009,5,15,4,9,1105
346,2009,5,15,4,10,1523
347,2009,5,15,4,11,2127
348,2009,5,15,4,12,3642
349,2009,5,15,4,13,4152
350,2009,5,15,4,14,3236
351,2009,5,15,4,15,3253
352,2009,5,15,4,16,3174
353,2009,5,15,4,17,3554
354,2009,5,15,4,18,2701
355,2009,5,15,4,19,1717
356,2009,5,15,4,20,1386
357,2009,5,15,4,21,574
358,2009,5,15,4,22,444
359,2009,5,15,4,23,371
360,2009,5,16,5,0,281
361,2009,5,16,5,1,167
362,2009,5,16,5,2,123
363,2009,5,16,5,3,65
364,2009,5,16,5,4,47
365,2009,5,16,5,5,41
366,2009,5,16,5,6,41
367,2009,5,16,5,7,134
368,2009,5,16,5,8,299
369,2009,5,16,5,9,853
370,2009,5,16,5,10,1510
371,2009,5,16,5,11,2157
372,2009,5,16,5,12,2951
373,2009,5,16,5,13,3375
374,2009,5,16,5,14,3518
375,2009,5,16,5,15,3608
376,2009,5,16,5,16,3526
377,2009,5,16,5,17,2325
378,2009,5,16,5,18,818
379,2009,5,16,5,19,448
380,2009,5,16,5,20,318
381,2009,5,16,5,21,423
382,2009,5,16,5,22,335
383,2009,5,16,5,23,298
384,2009,5,17,6,0,269
385,2009,5,17,6,1,220
386,2009,5,17,6,2,245
387,2009,5,17,6,3,199
388,2009,5,17,6,4,104
389,2009,5,17,6,5,71
390,2009,5,17,6,6,38
391,2009,5,17,6,7,71
392,2009,5,17,6,8,180
393,2009,5,17,6,9,534
394,2009,5,17,6,10,1150
395,2009,5,17,6,11,1866
396,2009,5,17,6,12,2415
397,2009,5,17,6,13,2746
398,2009,5,17,6,14,2848
399,2009,5,17,6,15,2954
400,2009,5,17,6,16,2386
401,2009,5,17,6,17,1555
402,2009,5,17,6,18,479
403,2009,5,17,6,19,433
404,2009,5,17,6,20,259
405,2009,5,17,6,21,159
406,2009,5,17,6,22,96
407,2009,5,17,6,23,69
408,2009,5,18,0,0,32
409,2009,5,18,0,1,14
410,2009,5,18,0,2,20
411,2009,5,18,0,3,4
412,2009,5,18,0,4,5
413,2009,5,18,0,5,25
414,2009,5,18,0,6,88
415,2009,5,18,0,7,315
416,2009,5,18,0,8,864
417,2009,5,18,0,9,1324
418,2009,5,18,0,10,1563
419,2009,5,18,0,11,1955
420,2009,5,18,0,12,3577
421,2009,5,18,0,13,4235
422,2009,5,18,0,14,2829
423,2009,5,18,0,15,2532
424,2009,5,18,0,16,2522
425,2009,5,18,0,17,2206
426,2009,5,18,0,18,738
427,2009,5,18,0,19,417
428,2009,5,18,0,20,320
429,2009,5,18,0,21,192
430,2009,5,18,0,22,98
431,2009,5,18,0,23,58
432,2009,5,19,1,0,22
433,2009,5,19,1,1,51
434,2009,5,19,1,2,3
435,2009,5,19,1,3,0
436,2009,5,19,1,4,8
437,2009,5,19,1,5,23
438,2009,5,19,1,6,98
439,2009,5,19,1,7,364
440,2009,5,19,1,8,881
441,2009,5,19,1,9,853
442,2009,5,19,1,10,1383
443,2009,5,19,1,11,1981
444,2009,5,19,1,12,3549
445,2009,5,19,1,13,3945
446,2009,5,19,1,14,2599
447,2009,5,19,1,15,2417
448,2009,5,19,1,16,2415
449,2009,5,19,1,17,2185
450,2009,5,19,1,18,815
451,2009,5,19,1,19,453
452,2009,5,19,1,20,324
453,2009,5,19,1,21,221
454,2009,5,19,1,22,172
455,2009,5,19,1,23,75
456,2009,5,20,2,0,40
457,2009,5,20,2,1,13
458,2009,5,20,2,2,8
459,2009,5,20,2,3,58
460,2009,5,20,2,4,8
461,2009,5,20,2,5,21
462,2009,5,20,2,6,86
463,2009,5,20,2,7,332
464,2009,5,20,2,8,915
465,2009,5,20,2,9,981
466,2009,5,20,2,10,1419
467,2009,5,20,2,11,1088
468,2009,5,20,2,12,3407
469,2009,5,20,2,13,4267
470,2009,5,20,2,14,2831
471,2009,5,20,2,15,2912
472,2009,5,20,2,16,2629
473,2009,5,20,2,17,2343
474,2009,5,20,2,18,908
475,2009,5,20,2,19,555
476,2009,5,20,2,20,347
477,2009,5,20,2,21,206
478,2009,5,20,2,22,168
479,2009,5,20,2,23,102
480,2009,5,21,3,0,27
481,2009,5,21,3,1,18
482,2009,5,21,3,2,7
483,2009,5,21,3,3,10
484,2009,5,21,3,4,22
485,2009,5,21,3,5,21
486,2009,5,21,3,6,94
487,2009,5,21,3,7,353
488,2009,5,21,3,8,852
489,2009,5,21,3,9,952
490,2009,5,21,3,10,1276
491,2009,5,21,3,11,1769
492,2009,5,21,3,12,3470
493,2009,5,21,3,13,3998
494,2009,5,21,3,14,2798
495,2009,5,21,3,15,2726
496,2009,5,21,3,16,2518
497,2009,5,21,3,17,2516
498,2009,5,21,3,18,1624
499,2009,5,21,3,19,623
500,2009,5,21,3,20,402
501,2009,5,21,3,21,281
502,2009,5,21,3,22,186
503,2009,5,21,3,23,154
504,2009,5,22,4,0,49
505,2009,5,22,4,1,29
506,2009,5,22,4,2,22
507,2009,5,22,4,3,29
508,2009,5,22,4,4,15
509,2009,5,22,4,5,25
510,2009,5,22,4,6,95
511,2009,5,22,4,7,349
512,2009,5,22,4,8,851
513,2009,5,22,4,9,1011
514,2009,5,22,4,10,1467
515,2009,5,22,4,11,2128
516,2009,5,22,4,12,3910
517,2009,5,22,4,13,4509
518,2009,5,22,4,14,3330
519,2009,5,22,4,15,3268
520,2009,5,22,4,16,3357
521,2009,5,22,4,17,3683
522,2009,5,22,4,18,2828
523,2009,5,22,4,19,1915
524,2009,5,22,4,20,1452
525,2009,5,22,4,21,634
526,2009,5,22,4,22,504
527,2009,5,22,4,23,500
528,2009,5,23,5,0,273
529,2009,5,23,5,1,166
530,2009,5,23,5,2,91
531,2009,5,23,5,3,73
532,2009,5,23,5,4,32
533,2009,5,23,5,5,70
534,2009,5,23,5,6,49
535,2009,5,23,5,7,119
536,2009,5,23,5,8,265
537,2009,5,23,5,9,798
538,2009,5,23,5,10,1523
539,2009,5,23,5,11,2308
540,2009,5,23,5,12,3113
541,2009,5,23,5,13,3351
542,2009,5,23,5,14,3649
543,2009,5,23,5,15,3764
544,2009,5,23,5,16,3424
545,2009,5,23,5,17,2188
546,2009,5,23,5,18,769
547,2009,5,23,5,19,474
548,2009,5,23,5,20,387
549,2009,5,23,5,21,339
550,2009,5,23,5,22,405
551,2009,5,23,5,23,464
552,2009,5,24,6,0,295
553,2009,5,24,6,1,269
554,2009,5,24,6,2,269
555,2009,5,24,6,3,236
556,2009,5,24,6,4,91
557,2009,5,24,6,5,63
558,2009,5,24,6,6,39
559,2009,5,24,6,7,51
560,2009,5,24,6,8,162
561,2009,5,24,6,9,466
562,2009,5,24,6,10,1164
563,2009,5,24,6,11,1810
564,2009,5,24,6,12,2154
565,2009,5,24,6,13,2582
566,2009,5,24,6,14,2692
567,2009,5,24,6,15,2694
568,2009,5,24,6,16,2393
569,2009,5,24,6,17,1363
570,2009,5,24,6,18,430
571,2009,5,24,6,19,293
572,2009,5,24,6,20,207
573,2009,5,24,6,21,205
574,2009,5,24,6,22,119
575,2009,5,24,6,23,61
576,2009,5,25,0,0,15
577,2009,5,25,0,1,59
578,2009,5,25,0,2,7
579,2009,5,25,0,3,4
580,2009,5,25,0,4,4
581,2009,5,25,0,5,16
582,2009,5,25,0,6,84
583,2009,5,25,0,7,335
584,2009,5,25,0,8,1003
585,2009,5,25,0,9,973
586,2009,5,25,0,10,1457
587,2009,5,25,0,11,1911
588,2009,5,25,0,12,3314
589,2009,5,25,0,13,3795
590,2009,5,25,0,14,2658
591,2009,5,25,0,15,2520
592,2009,5,25,0,16,2262
593,2009,5,25,0,17,1978
594,2009,5,25,0,18,770
595,2009,5,25,0,19,357
596,2009,5,25,0,20,274
597,2009,5,25,0,21,183
598,2009,5,25,0,22,117
599,2009,5,25,0,23,74
600,2009,5,26,1,0,38
601,2009,5,26,1,1,142
602,2009,5,26,1,2,4
603,2009,5,26,1,3,3
604,2009,5,26,1,4,4
605,2009,5,26,1,5,32
606,2009,5,26,1,6,122
607,2009,5,26,1,7,316
608,2009,5,26,1,8,851
609,2009,5,26,1,9,1025
610,2009,5,26,1,10,1326
611,2009,5,26,1,11,1799
612,2009,5,26,1,12,3418
613,2009,5,26,1,13,3961
614,2009,5,26,1,14,2606
615,2009,5,26,1,15,2537
616,2009,5,26,1,16,2351
617,2009,5,26,1,17,2350
618,2009,5,26,1,18,896
619,2009,5,26,1,19,441
620,2009,5,26,1,20,283
621,2009,5,26,1,21,232
622,2009,5,26,1,22,162
623,2009,5,26,1,23,83
624,2009,5,27,2,0,77
625,2009,5,27,2,1,24
626,2009,5,27,2,2,56
627,2009,5,27,2,3,12
628,2009,5,27,2,4,4
629,2009,5,27,2,5,19
630,2009,5,27,2,6,100
631,2009,5,27,2,7,317
632,2009,5,27,2,8,871
633,2009,5,27,2,9,975
634,2009,5,27,2,10,1502
635,2009,5,27,2,11,1999
636,2009,5,27,2,12,3510
637,2009,5,27,2,13,3905
638,2009,5,27,2,14,2740
639,2009,5,27,2,15,2546
640,2009,5,27,2,16,2346
641,2009,5,27,2,17,2327
642,2009,5,27,2,18,898
643,2009,5,27,2,19,479
644,2009,5,27,2,20,332
645,2009,5,27,2,21,268
646,2009,5,27,2,22,193
647,2009,5,27,2,23,76
648,2009,5,28,3,0,38
649,2009,5,28,3,1,49
650,2009,5,28,3,2,10
651,2009,5,28,3,3,20
652,2009,5,28,3,4,9
653,2009,5,28,3,5,19
654,2009,5,28,3,6,86
655,2009,5,28,3,7,335
656,2009,5,28,3,8,902
657,2009,5,28,3,9,989
658,2009,5,28,3,10,1413
659,2009,5,28,3,11,1861
660,2009,5,28,3,12,3454
661,2009,5,28,3,13,3910
662,2009,5,28,3,14,2762
663,2009,5,28,3,15,2639
664,2009,5,28,3,16,2528
665,2009,5,28,3,17,2561
666,2009,5,28,3,18,1708
667,2009,5,28,3,19,683
668,2009,5,28,3,20,373
669,2009,5,28,3,21,233
670,2009,5,28,3,22,177
671,2009,5,28,3,23,115
672,2009,5,29,4,0,53
673,2009,5,29,4,1,41
674,2009,5,29,4,2,17
675,2009,5,29,4,3,8
676,2009,5,29,4,4,20
677,2009,5,29,4,5,22
678,2009,5,29,4,6,106
679,2009,5,29,4,7,335
680,2009,5,29,4,8,854
681,2009,5,29,4,9,1009
682,2009,5,29,4,10,1599
683,2009,5,29,4,11,2148
684,2009,5,29,4,12,3792
685,2009,5,29,4,13,4444
686,2009,5,29,4,14,3269
687,2009,5,29,4,15,3256
688,2009,5,29,4,16,3230
689,2009,5,29,4,17,3513
690,2009,5,29,4,18,2789
691,2009,5,29,4,19,1866
692,2009,5,29,4,20,1287
693,2009,5,29,4,21,641
694,2009,5,29,4,22,697
695,2009,5,29,4,23,337
696,2009,5,30,5,0,193
697,2009,5,30,5,1,166
698,2009,5,30,5,2,108
699,2009,5,30,5,3,70
700,2009,5,30,5,4,67
701,2009,5,30,5,5,43
702,2009,5,30,5,6,83
703,2009,5,30,5,7,113
704,2009,5,30,5,8,321
705,2009,5,30,5,9,765
706,2009,5,30,5,10,1475
707,2009,5,30,5,11,2279
708,2009,5,30,5,12,3034
709,2009,5,30,5,13,3386
710,2009,5,30,5,14,3428
711,2009,5,30,5,15,3718
712,2009,5,30,5,16,3456
713,2009,5,30,5,17,2241
714,2009,5,30,5,18,881
715,2009,5,30,5,19,463
716,2009,5,30,5,20,319
717,2009,5,30,5,21,328
718,2009,5,30,5,22,332
719,2009,5,30,5,23,358
720,2009,5,31,6,0,296
721,2009,5,31,6,1,188
722,2009,5,31,6,2,200
723,2009,5,31,6,3,148
724,2009,5,31,6,4,56
725,2009,5,31,6,5,44
726,2009,5,31,6,6,43
727,2009,5,31,6,7,67
728,2009,5,31,6,8,159
729,2009,5,31,6,9,502
730,2009,5,31,6,10,1233
731,2009,5,31,6,11,2028
732,2009,5,31,6,12,2702
733,2009,5,31,6,13,2812
734,2009,5,31,6,14,3087
735,2009,5,31,6,15,2862
736,2009,5,31,6,16,2326
737,2009,5,31,6,17,1506
738,2009,5,31,6,18,509
739,2009,5,31,6,19,287
740,2009,5,31,6,20,200
741,2009,5,31,6,21,240
742,2009,5,31,6,22,123
743,2009,5,31,6,23,105
744,2009,6,1,0,0,37
745,2009,6,1,0,1,40
746,2009,6,1,0,2,24
747,2009,6,1,0,3,2
748,2009,6,1,0,4,5
749,2009,6,1,0,5,30
750,2009,6,1,0,6,107
751,2009,6,1,0,7,286
752,2009,6,1,0,8,833
753,2009,6,1,0,9,1074
754,2009,6,1,0,10,1575
755,2009,6,1,0,11,2068
756,2009,6,1,0,12,3318
757,2009,6,1,0,13,3898
758,2009,6,1,0,14,2737
759,2009,6,1,0,15,2620
760,2009,6,1,0,16,2435
761,2009,6,1,0,17,2194
762,2009,6,1,0,18,732
763,2009,6,1,0,19,378
764,2009,6,1,0,20,300
765,2009,6,1,0,21,178
766,2009,6,1,0,22,132
767,2009,6,1,0,23,61
768,2009,6,2,1,0,36
769,2009,6,2,1,1,49
770,2009,6,2,1,2,17
771,2009,6,2,1,3,4
772,2009,6,2,1,4,9
773,2009,6,2,1,5,28
774,2009,6,2,1,6,114
775,2009,6,2,1,7,358
776,2009,6,2,1,8,873
777,2009,6,2,1,9,1010
778,2009,6,2,1,10,1245
779,2009,6,2,1,11,1832
780,2009,6,2,1,12,3266
781,2009,6,2,1,13,3709
782,2009,6,2,1,14,2612
783,2009,6,2,1,15,2461
784,2009,6,2,1,16,2551
785,2009,6,2,1,17,2310
786,2009,6,2,1,18,1068
787,2009,6,2,1,19,589
788,2009,6,2,1,20,421
789,2009,6,2,1,21,294
790,2009,6,2,1,22,180
791,2009,6,2,1,23,72
792,2009,6,3,2,0,37
793,2009,6,3,2,1,48
794,2009,6,3,2,2,4
795,2009,6,3,2,3,7
796,2009,6,3,2,4,8
797,2009,6,3,2,5,26
798,2009,6,3,2,6,128
799,2009,6,3,2,7,447
800,2009,6,3,2,8,1000
801,2009,6,3,2,9,1135
802,2009,6,3,2,10,1845
803,2009,6,3,2,11,2149
804,2009,6,3,2,12,3600
805,2009,6,3,2,13,4367
806,2009,6,3,2,14,3063
807,2009,6,3,2,15,2805
808,2009,6,3,2,16,2866
809,2009,6,3,2,17,2647
810,2009,6,3,2,18,1402
811,2009,6,3,2,19,630
812,2009,6,3,2,20,401
813,2009,6,3,2,21,275
814,2009,6,3,2,22,597
815,2009,6,3,2,23,137
816,2009,6,4,3,0,80
817,2009,6,4,3,1,53
818,2009,6,4,3,2,19
819,2009,6,4,3,3,7
820,2009,6,4,3,4,0
821,2009,6,4,3,5,15
822,2009,6,4,3,6,99
823,2009,6,4,3,7,330
824,2009,6,4,3,8,907
825,2009,6,4,3,9,1149
826,2009,6,4,3,10,1582
827,2009,6,4,3,11,2249
828,2009,6,4,3,12,3838
829,2009,6,4,3,13,4489
830,2009,6,4,3,14,3260
831,2009,6,4,3,15,3001
832,2009,6,4,3,16,2978
833,2009,6,4,3,17,3066
834,2009,6,4,3,18,1936
835,2009,6,4,3,19,934
836,2009,6,4,3,20,491
837,2009,6,4,3,21,368
838,2009,6,4,3,22,188
839,2009,6,4,3,23,160
840,2009,6,5,4,0,52
841,2009,6,5,4,1,19
842,2009,6,5,4,2,25
843,2009,6,5,4,3,13
844,2009,6,5,4,4,8
845,2009,6,5,4,5,26
846,2009,6,5,4,6,98
847,2009,6,5,4,7,330
848,2009,6,5,4,8,803
849,2009,6,5,4,9,1078
850,2009,6,5,4,10,1702
851,2009,6,5,4,11,2264
852,2009,6,5,4,12,3814
853,2009,6,5,4,13,4608
854,2009,6,5,4,14,3626
855,2009,6,5,4,15,3312
856,2009,6,5,4,16,3420
857,2009,6,5,4,17,3654
858,2009,6,5,4,18,2883
859,2009,6,5,4,19,1826
860,2009,6,5,4,20,1420
861,2009,6,5,4,21,683
862,2009,6,5,4,22,531
863,2009,6,5,4,23,378
864,2009,6,6,5,0,237
865,2009,6,6,5,1,144
866,2009,6,6,5,2,93
867,2009,6,6,5,3,63
868,2009,6,6,5,4,33
869,2009,6,6,5,5,29
870,2009,6,6,5,6,39
871,2009,6,6,5,7,87
872,2009,6,6,5,8,312
873,2009,6,6,5,9,802
874,2009,6,6,5,10,1645
875,2009,6,6,5,11,2575
876,2009,6,6,5,12,3180
877,2009,6,6,5,13,3398
878,2009,6,6,5,14,3898
879,2009,6,6,5,15,4006
880,2009,6,6,5,16,3355
881,2009,6,6,5,17,2201
882,2009,6,6,5,18,967
883,2009,6,6,5,19,547
884,2009,6,6,5,20,375
885,2009,6,6,5,21,312
886,2009,6,6,5,22,370
887,2009,6,6,5,23,304
888,2009,6,7,6,0,214
889,2009,6,7,6,1,121
890,2009,6,7,6,2,126
891,2009,6,7,6,3,120
892,2009,6,7,6,4,56
893,2009,6,7,6,5,42
894,2009,6,7,6,6,18
895,2009,6,7,6,7,65
896,2009,6,7,6,8,146
897,2009,6,7,6,9,576
898,2009,6,7,6,10,1597
899,2009,6,7,6,11,2338
900,2009,6,7,6,12,2782
901,2009,6,7,6,13,2929
902,2009,6,7,6,14,3186
903,2009,6,7,6,15,3294
904,2009,6,7,6,16,3269
905,2009,6,7,6,17,2009
906,2009,6,7,6,18,635
907,2009,6,7,6,19,395
